,age-group,better-ideas-with-inspirations,fulltext-feedback,gender,inspirations-were-distracting,inspirations-were-diverse,request-timing,satisfied-with-inspirations,session1_brainstormingSessionId,session1_ideatorType,session1_numberOfRequests,session1_numberOfSessionBlurred,session1_numberOfSubmits,session2_brainstormingSessionId,session2_condition,session2_numberOfRequests,session2_numberOfSessionBlurred,session2_numberOfSubmits,tlx-effort,tlx-frustration,tlx-mental,tlx-performance,tlx-temporal,novelty_max,value_max,novelty_min,value_min,novelty_mean,value_mean
332,18 - 24 years old,3.0,,unknown,3.0,2.0,out-of-ideas,3.0,715,SEEKER,12,0,5,,,,,,6.0,6.0,6.0,4.0,6.0,,,,,,
333,35 - 44 years old,1.0,That was a fun task. I just wish I had more time to come up with new ideas because once I got going ideas started to flow.,m,5.0,2.0,in-the-middle,1.0,716,SEEKER,19,0,4,,,,,,7.0,1.0,7.0,1.0,5.0,,,,,,
334,35 - 44 years old,1.0,"I was not clear at all from carefully reading the directions about what I was supposed to do.  Reading the example at the start of the experiment, clarified this fully and increased my confidence.  I looked for an example for the second part but the first part was adequate.",f,5.0,3.0,before,1.0,717,AVOIDER,1,7,9,719,baseline,0.0,8.0,11.0,3.0,2.0,4.0,3.0,3.0,1.190733255443807,0.863295338750924,-1.236336447517264,-1.1527469943364541,-0.010949640062994643,0.05015953079429154
335,35 - 44 years old,2.0,,f,5.0,1.0,in-the-middle,2.0,718,SEEKER,11,0,6,,,,,,7.0,1.0,5.0,3.0,2.0,,,,,,
336,25 - 34 years old,1.0,,f,5.0,4.0,in-the-middle,1.0,721,AVOIDER,0,0,6,725,on-demand,16.0,3.0,18.0,6.0,2.0,7.0,1.0,3.0,1.174798526016674,1.261726495741272,-1.4999159740269261,-1.666568869561728,-0.5914378314029706,-0.4722518543581583
337,25 - 34 years old,1.0,,m,5.0,1.0,before,1.0,723,UNMOTIVATED,2,0,2,,,,,,6.0,2.0,6.0,2.0,6.0,,,,,,
338,25 - 34 years old,4.0,,f,5.0,2.0,out-of-ideas,1.0,726,AVOIDER,0,1,4,729,on-idle,17.0,1.0,6.0,3.0,1.0,4.0,1.0,1.0,1.247306014789153,1.662774702650279,-1.003863622448703,-0.504741239102533,0.32327256816422123,0.2981508797348095
339,45 - 54 years old,3.0,,unknown,5.0,3.0,out-of-ideas,5.0,728,AVOIDER,1,0,4,730,baseline,0.0,0.0,9.0,3.0,1.0,2.0,2.0,1.0,1.116107544728979,0.8326062860348991,-0.8374256197444201,-0.49082635767602906,0.05101157668095166,0.1587737619115589
340,35 - 44 years old,3.0,,f,5.0,2.0,before,1.0,727,SEEKER,7,0,10,,,,,,7.0,5.0,5.0,4.0,6.0,,,,,,
341,35 - 44 years old,2.0,,m,5.0,1.0,out-of-ideas,1.0,732,SEEKER,14,0,7,,,,,,5.0,1.0,5.0,1.0,1.0,,,,,,
342,35 - 44 years old,2.0,,f,5.0,3.0,in-the-middle,1.0,733,UNDETERMINED,2,0,5,,,,,,7.0,1.0,7.0,1.0,1.0,,,,,,
343,25 - 34 years old,1.0,It was well put-together and interesting. Thank you!,f,5.0,1.0,out-of-ideas,1.0,734,SEEKER,5,0,7,,,,,,6.0,1.0,5.0,2.0,2.0,,,,,,
344,25 - 34 years old,2.0,,m,5.0,1.0,out-of-ideas|before,1.0,735,SEEKER,9,2,4,,,,,,6.0,1.0,4.0,1.0,1.0,,,,,,
345,25 - 34 years old,2.0,,f,5.0,3.0,out-of-ideas|before,2.0,736,AVOIDER,1,0,4,739,on-demand,4.0,0.0,6.0,7.0,5.0,7.0,2.0,6.0,0.614608979717671,1.182454449800858,-0.004107018857218,-0.876800092524017,0.3372711003620312,0.16161571205809203
346,45 - 54 years old,2.0,,f,4.0,1.0,in-the-middle,1.0,738,SEEKER,7,3,10,,,,,,7.0,6.0,7.0,4.0,4.0,,,,,,
347,18 - 24 years old,2.0,,m,4.0,3.0,before|in-the-middle,2.0,737,UNDETERMINED,2,2,3,,,,,,6.0,3.0,5.0,3.0,3.0,,,,,,
348,18 - 24 years old,1.0,,m,5.0,1.0,out-of-ideas,1.0,741,SEEKER,5,4,10,,,,,,5.0,6.0,7.0,5.0,1.0,,,,,,
349,25 - 34 years old,1.0,,f,5.0,1.0,out-of-ideas|before,1.0,742,SEEKER,10,0,3,,,,,,5.0,2.0,4.0,3.0,2.0,,,,,,
350,35 - 44 years old,2.0,thank you this was a pleasure,m,5.0,1.0,in-the-middle,1.0,743,SEEKER,5,8,6,,,,,,6.0,1.0,6.0,2.0,4.0,,,,,,
351,18 - 24 years old,3.0,,f,2.0,3.0,bored,3.0,747,UNDETERMINED,3,2,4,,,,,,5.0,3.0,6.0,3.0,4.0,,,,,,
352,25 - 34 years old,3.0,,f,1.0,3.0,out-of-ideas,3.0,750,UNMOTIVATED,3,1,2,,,,,,4.0,4.0,6.0,4.0,4.0,,,,,,
353,35 - 44 years old,2.0,I don't have any recommendations. I thought it was an enjoyable task. Thank you for the opportunity to participate! Best wishes with your research.,f,4.0,1.0,out-of-ideas|before|in-the-middle,2.0,748,SEEKER,5,0,10,,,,,,6.0,4.0,6.0,3.0,5.0,,,,,,
354,55 - 64 years old,2.0,I sometimes thought that my ideas were dumb and I was afraid that I would get rejected.,f,5.0,2.0,in-the-middle,1.0,749,SEEKER,9,0,6,,,,,,6.0,3.0,5.0,3.0,2.0,,,,,,
355,25 - 34 years old,1.0,none,f,5.0,1.0,out-of-ideas,1.0,751,UNDETERMINED,4,0,6,,,,,,5.0,2.0,6.0,2.0,3.0,,,,,,
356,25 - 34 years old,3.0,,f,4.0,1.0,out-of-ideas,2.0,753,SEEKER,6,1,6,,,,,,7.0,2.0,6.0,4.0,1.0,,,,,,
357,35 - 44 years old,1.0,"interesting and fun task, worked well, not technical issues at all",m,5.0,3.0,out-of-ideas|before,1.0,754,SEEKER,6,2,7,,,,,,6.0,2.0,6.0,2.0,2.0,,,,,,
358,35 - 44 years old,1.0,,m,5.0,1.0,out-of-ideas|before|in-the-middle,1.0,755,SEEKER,39,1,7,,,,,,2.0,2.0,5.0,3.0,6.0,,,,,,
359,25 - 34 years old,4.0,"Thanks, this was really fun. I'd love to do another whenever you have them! Hope you got some good info and have a great day!",f,2.0,2.0,did-not,2.0,756,AVOIDER,0,0,6,759,on-idle,3.0,0.0,11.0,5.0,1.0,3.0,3.0,5.0,1.364755660845869,0.8195487737377951,-1.379268886747806,-1.706737205714294,0.1331602366947841,-0.19468287290156197
360,18 - 24 years old,4.0,,unknown,4.0,3.0,in-the-middle,2.0,757,AVOIDER,1,4,3,761,baseline,0.0,3.0,4.0,7.0,2.0,2.0,2.0,1.0,1.193383887153741,0.628904537024174,-0.169581135649666,-0.30306963566780803,0.3966305706994498,0.23562718591735826
361,18 - 24 years old,2.0,,f,5.0,1.0,out-of-ideas|before|in-the-middle,1.0,760,SEEKER,19,0,18,,,,,,7.0,2.0,6.0,2.0,6.0,,,,,,
362,35 - 44 years old,1.0,,f,5.0,1.0,before,1.0,762,UNMOTIVATED,2,0,1,,,,,,6.0,2.0,7.0,3.0,4.0,,,,,,
363,25 - 34 years old,3.0,"I really enjoyed the hit. I think it was set up well. no comments for improvement. Thanks for the experience. I had faith in myself to come up with more ideas than I did, Im sorry that I couldn't. Hope my contribution is a help. It was fun, and a very interesting idea. I like ideas to bring people and ideas together, finding better ways to get a lot of diversity and input with out the distraction of ego, and everyone just thinking their idea is best, when the best idea is probably a mix of them.",m,2.0,1.0,out-of-ideas|before,2.0,763,SEEKER,6,0,3,,,,,,6.0,5.0,6.0,3.0,3.0,,,,,,
364,25 - 34 years old,2.0,,f,5.0,4.0,out-of-ideas|before|in-the-middle,2.0,81,UNDETERMINED,3,2,3,,,,,,3.0,3.0,5.0,6.0,3.0,,,,,,
365,25 - 34 years old,2.0,"Loved the HIT, stimulating and fun to work on.",m,4.0,1.0,out-of-ideas|in-the-middle,2.0,764,UNDETERMINED,2,0,8,,,,,,6.0,2.0,5.0,3.0,2.0,,,,,,
366,18 - 24 years old,4.0,,f,2.0,2.0,out-of-ideas|bored,3.0,765,SEEKER,10,5,3,,,,,,7.0,3.0,5.0,3.0,6.0,,,,,,
367,18 - 24 years old,1.0,"Great study! Very fun, I loved coming up with new ideas. ",m,4.0,1.0,out-of-ideas,1.0,768,SEEKER,14,33,10,,,,,,7.0,1.0,3.0,2.0,1.0,,,,,,
368,35 - 44 years old,2.0,Thank you!,unknown,4.0,3.0,out-of-ideas,3.0,772,UNDETERMINED,3,0,9,,,,,,4.0,3.0,6.0,2.0,4.0,,,,,,
369,25 - 34 years old,1.0,Thank you!,f,5.0,1.0,out-of-ideas,1.0,767,AVOIDER,0,0,5,771,on-demand,1.0,0.0,7.0,6.0,1.0,6.0,1.0,1.0,0.885195226222322,1.093842561919278,-0.766457478050629,-0.6830825973374981,0.31621859963398496,0.360264312499569
370,25 - 34 years old,2.0,thanks,m,4.0,2.0,before,2.0,773,UNMOTIVATED,0,9,2,,,,,,6.0,3.0,5.0,2.0,4.0,,,,,,
371,35 - 44 years old,3.0,,f,5.0,1.0,out-of-ideas|in-the-middle,4.0,82,UNDETERMINED,3,0,9,,,,,,6.0,5.0,6.0,5.0,7.0,,,,,,
372,35 - 44 years old,2.0,More time would have made me feel less pressure and enabled me to come up with more ideas.,f,5.0,1.0,out-of-ideas|before,1.0,774,UNDETERMINED,3,0,5,,,,,,7.0,7.0,7.0,2.0,7.0,,,,,,
373,25 - 34 years old,2.0,,m,5.0,2.0,out-of-ideas|before,1.0,776,SEEKER,8,0,8,,,,,,6.0,2.0,6.0,3.0,5.0,,,,,,
374,25 - 34 years old,1.0,I really enjoy HITs like these and I enjoy writing!,m,5.0,2.0,out-of-ideas|before|in-the-middle,1.0,777,SEEKER,9,5,4,,,,,,7.0,1.0,7.0,1.0,5.0,,,,,,
375,25 - 34 years old,3.0,,m,1.0,3.0,before|bored,3.0,780,AVOIDER,1,0,8,781,baseline,0.0,5.0,8.0,7.0,1.0,6.0,2.0,4.0,1.191309373129429,0.32188432051881805,-0.7070494993898521,-1.2802891106861969,0.10451143569258788,-0.32035549062959
376,25 - 34 years old,3.0,"I was only able to come up with 3 ideas. I'm not sure if there were a minimum amount of ideas required. If so, then please email me and I will come up with more if needed. Enjoyed!",m,5.0,2.0,out-of-ideas|in-the-middle,2.0,83,UNDETERMINED,5,13,3,,,,,,7.0,3.0,5.0,2.0,3.0,,,,,,
377,45 - 54 years old,5.0,,m,5.0,2.0,out-of-ideas,2.0,84,UNDETERMINED,2,0,9,,,,,,5.0,1.0,5.0,1.0,4.0,,,,,,
378,35 - 44 years old,4.0,,m,2.0,4.0,in-the-middle,4.0,85,UNDETERMINED,5,0,9,,,,,,6.0,3.0,6.0,2.0,3.0,,,,,,
379,35 - 44 years old,1.0,Thank you for posting this HIT. I enjoyed taking it and look forward to working on more for you in the future.,m,5.0,1.0,out-of-ideas|in-the-middle,1.0,86,UNDETERMINED,5,0,7,,,,,,7.0,1.0,5.0,2.0,1.0,,,,,,
